NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
513120,Periodical Publishers ,"Television guide publishers, exclusively on Internet",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade journal publishers,Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade journal publishers (except exclusive Internet publishing),Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade journal publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513120,Periodical Publishers ,"Trade journal publishers, exclusively on Internet",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade magazine and periodical publishers,Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade magazine and periodical publishers (except exclusive Internet publishing),Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513120,Periodical Publishers ,Trade magazine and periodical publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513120,Periodical Publishers ,"Trade magazine and periodical publishers, exclusively on Internet",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Almanac publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Almanac publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Almanac publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Almanac publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Atlas publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Atlas publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Atlas publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Atlas publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Book (e.g., hardback, paperback, audio) publishers",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Book (e.g., hardback, paperback, audio) publishers (except exclusive Internet publishing)",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Book publishers, university press",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Book publishers, university press (except exclusive Internet publishing)",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Dictionary publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Dictionary publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Dictionary publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Dictionary publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513130,Book Publishers ,Encyclopedia publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Encyclopedia publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Encyclopedia publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Encyclopedia publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513130,Book Publishers ,Fiction book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Fiction book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Fiction book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Fiction book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Globe cover publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Globe cover publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,Graphic novel publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Guide, street map, publishers",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Guide, street map, publishers (except exclusive Internet publishing)",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Guide, street map, publishers and printing combined",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Guide, street map, publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513130,Book Publishers ,Internet book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Map publishers,Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Map publishers (except exclusive Internet publishing),Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Map publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Map publishers, exclusively on Internet",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Nonfiction book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Nonfiction book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Nonfiction book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Nonfiction book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Pamphlet publishers,Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Pamphlet publishers (except exclusive Internet publishing),Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Pamphlet publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,Professional book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Professional book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Professional book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Professional book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Publishers (except exclusive Internet publishing), book",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Publishers (except exclusive Internet publishing), map",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,"Publishers, book",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Publishers, book, combined with printing",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Publishers, Internet map",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513130,Book Publishers ,"Publishers, map",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Religious book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Religious book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Religious book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Religious book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"School book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School textbook publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School textbook publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,School textbook publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"School textbook publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Street map guide publishers,Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,Street map guide publishers (except exclusive Internet publishing),Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513130,Book Publishers ,"Street map guide publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513130,Book Publishers ,Technical manual and paperback book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Technical manual and paperback book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Technical manual and paperback book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,Technical manual publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Technical manual publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"Technical manual publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Travel guide book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Travel guide book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,Travel guide book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513130,Book Publishers ,"Travel guide book publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,University press publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,University press publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513130,Book Publishers ,"University press publishers, exclusively on Internet",Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513140,Directory and Mailing List Publishers ,Address list publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Address list publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Address list publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,Business directory publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Business directory publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Business directory publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,"Business directory publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Catalog of collections publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Catalog of collections publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Catalog of collections publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,"Catalog of collections publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Directory and mailing list publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Directory and mailing list publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Directory and mailing list publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,Directory publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Directory publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Directory publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,"Directory publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Electronic directory publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Electronic directory publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513140,Directory and Mailing List Publishers ,"Electronic directory publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Mailing list publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Mailing list publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,"Publishers (except exclusive Internet publishing), directory",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,"Publishers, directory",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Subscription directory publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Telephone directory publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Telephone directory publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513140,Directory and Mailing List Publishers ,Telephone directory publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513140,Directory and Mailing List Publishers ,"Telephone directory publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513191,Greeting Card Publishers ,Greeting card publishers,Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513191,Greeting Card Publishers ,Greeting card publishers (except exclusive Internet publishing),Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513191,Greeting Card Publishers ,Greeting card publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513191,Greeting Card Publishers ,"Greeting card publishers, exclusively on Internet",Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513191,Greeting Card Publishers ,"Publishers (except exclusive Internet publishing), greeting card",Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513191,Greeting Card Publishers ,"Publishers, greeting card",Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513191,Greeting Card Publishers ,"Publishers, greeting card, combined with printing",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513191,Greeting Card Publishers ,"Publishers, Internet greeting card",Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513199,All Other Publishers ,Art print (except exclusive Internet publishing) publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,Art print publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,Art print publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Art publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,Art publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,"Art publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Calendar publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Calendar publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Calendar publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Calendar publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,"Catalog (i.e., mail-order, store merchandise) publishers",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Catalog (i.e., mail-order, store merchandise) publishers (except exclusive Internet publishing)",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Catalog (i.e., mail-order, store merchandise) publishers and printing combined",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Children's coloring book publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,Children's coloring book publishers (except exclusive Internet publishing),Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,"Children's coloring book publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Diary and time scheduler publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Diary and time scheduler publishers (except exclusive Internet publishing),Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,"Diary and time scheduler publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Discount coupon book publishers,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Discount coupon book publishers (except exclusive Internet publishing),Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Discount coupon book publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Discount coupon book publishers, exclusively on Internet",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Limited editions art print publishers,Book publishing (no printing),Book publishing (no printing),Printer & Publishers,N,N,Y,Y,51113000_51511300_01000000
513199,All Other Publishers ,Limited editions art print publishers (except exclusive Internet publishing),Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
513199,All Other Publishers ,"Pattern and plan (e.g., clothing patterns) publishers",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Pattern and plan (e.g., clothing patterns) publishers (except exclusive Internet publishing)",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Pattern and plan (e.g., clothing patterns) publishers and printing combined",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Pattern and plan (e.g., clothing patterns) publishers, exclusively on Internet",Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Postcard publishers,Publishers - Database,Publishers - Database,Printer & Publishers,N,N,Y,Y,51913000_51511300_00000000
513199,All Other Publishers ,Postcard publishers (except exclusive Internet publishing),Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513199,All Other Publishers ,Postcard publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Postcard publishers, exclusively on Internet",Publishers - Greeting Cards,Publishers - Greeting Cards,Printer & Publishers,N,N,Y,Y,51119100_51511300_00000000
513199,All Other Publishers ,Poster publishers,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Poster publishers (except exclusive Internet publishing),Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Poster publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Racetrack program publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,Racing form publishers and printing combined,Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Yearbook (e.g., high school, college, university) publishers",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513199,All Other Publishers ,"Yearbook (e.g., high school, college, university) publishers (except exclusive Internet publishing)",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513199,All Other Publishers ,"Yearbook (e.g., high school, college, university) publishers and printing combined",Publishing (including printing),Publishing (including printing),Printer & Publishers,N,N,Y,Y,51119900_51511300_01000000
513199,All Other Publishers ,"Yearbook (e.g., high school, college, university) publishers, exclusively on Internet",Periodical publishing (no printing),Periodical publishing (no printing),Printer & Publishers,N,N,Y,Y,51112000_51511200_01000000
513210,Software Publishers,"Applications development and publishing, except on a custom basis",Publishers - Software,Publishers - Software,Technology,N,N,Y,Y,51121000_15125200_02000000
513210,Software Publishers,"Applications software, computer, packaged",Publishers - Software,Publishers - Software,Technology,N,N,Y,Y,51121000_15125200_02000000
513210,Software Publishers,"Computer software publishers, packaged",Publishers - Software,Publishers - Software,Technology,N,N,Y,Y,51121000_15125200_02000000
